Conference Paper Id,Paper Id,Filename,Page Start,Page End,Number Of Pages,DOI,Topic Id,Authors,Organisations,Title,Keywords,Abstract,Conference Id
simbuild2016_C011,C011,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C011.pdf,79,86,8,,,"Joseph, Carpenter;  Keith, Woodbury;  Zheng O'Neill","The University of Alabama, Tuscaloosa AL",A Comparison of Gaussian Process Regression and Change-Point Regression for the Baseline Model in Industrial Facilities,,"This study compares the effectiveness of Gaussian Process (GP) models to three-parameter cooling change point (3PC) models for establishing baseline energy usage models in industrial facilities using utility bill data. Several different methods of creating baseline models for commercial and residential buildings have been developed; however, few attempts have been made to create baseline energy models in industrial facilities. Industrial facilities account for 33% of annual energy usage within the United States, so industrial energy usage needs to be analyzed in order to identify energy saving opportunities. Creating a baseline energy model is important to understanding an industrial facility's energy usage. An analysis of the effectiveness of using GP regression to develop a baseline energy usage models in industrial facilities from utility bill data and ambient outdoor dry bulb temperature is presented. Two case studies are presented: using utility bill data and average monthly temperatures to create a GP regression model and 3PC model. In both cases the baseline regression models gave a CV-RMSE of 15% or lower and NMBE of 5% or lower showing that either a GP regression model or 3PC model using utility bill data is capable of producing acceptable baseline energy models by ASHRAE Guidelines. In both cases GP regression models had slightly lower CV-RMSE values than 3PC models.",simbuild2016
simbuild2016_C012,C012,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C012.pdf,87,94,8,,,"Claudio, Tschätsch;  Eric, Turner;  Annie, Marston;  Avideh, Zakhor;  Jonathan, Lemmond;  Oliver, Baumann","Baumann Consulting, Inc., Washington DC, USA; 
Indoor Reality, Inc., Berkeley, California, USA",Smart Energy Analysis Calculator - An Interactive Tool for Automating Building Energy Analysis & Expediting Energy Audits,,"The Smart Energy Analysis Calculator (SEAC) is a client-interactive calculation tool that identifies energy conservation measures in existing buildings, along with the associated energy and cost savings. SEAC combines an energy analysis performance with an automaticallygenerated building energy model using the Rapid Building Energy Modeler (RAPMOD) technology. SEAC will add value and accuracy to energy analysis, audits and energy simulations and empower owners and building mangers during the building retrofit process. SEAC applies an automatic process flow and procedure to utilize building and system input data collected by RAPMOD. With hourly based schedules and local weather data to implement the anisotropic HDKR-Model, SEAC is rooted on a transient 4-capacitorsimplified energy model to determine the resulting thermal response and quantities for reactive building loads and temperatures. Using American and German green building codes and standards, this methodology is applied to improve accuracy and reduce the required time for energy analysis and audits. Modeled energy usage is benchmarked against manually input utility, energy rating scores and ASHRAE 90.1:2010, and is analyzed to suggest potential energy conservation measures and estimate associated costs and energy savings. This paper describes the design and calculation approach for creating the SEAC tool and the implementation of RAPMOD into the automatic process flow.",simbuild2016
simbuild2016_C013,C013,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C013.pdf,95,102,8,,,"Joshua, Bergerson;  Ralph, Muehleisen;  Eric, Tatara;  Diane, Graziano;  Nicholson, Collier","Energy Systems Division, Argonne National Laboratory, Lemont, IL; Global Security Sciences Division, Argonne National Laboratory, Lemont, IL ",Agent Based Modeling for Smarter Building Energy Simulation and Energy Efficiency Technology Evaluation,,"Agent based modeling (ABM) is a method of modeling complex systems that allows for detailed, endogenous actors interacting with one another and with their environment based on predefined agent rules and goals. ABMs allow modeling at a desired aggregation level that is most conducive to producing realistic market trends at the aggregation level desired. As ABMs obtain market trends based on individualistic goals of agents, they are an ideal tool for short term and long term market trend analyses. Argonne National Laboratory has developed and recently validated the Commercial Building Agent Model (CoBAM), an ABM with both a commercial and residential building stock. An example showing the power of CoBAM in evaluating the energy savings due to adoption of energy efficiency measures is included.",simbuild2016
simbuild2016_C014,C014,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C014.pdf,103,109,7,,,"Philip, Keuhn;  Michael, Gartman","Rocky Mountain Institute, Boulder, CO",Energy Efficiency Portfolio Analysis Using LCCA and Uncertainty Analysis,,"Energy efficiency project investments and financing are approved based on economics, not energy savings. However, the consideration and modeling of economic factors typically receives a disproportionately small allotment of the energy analysis time budget. This analysis paradigm often fails to adequately address the concerns that matter most to investors, leading decisionmakers to avoid energy efficiency projects regardless of the opportunity available. This paper presents an alternative, investor-centric approach specifically geared towards catalyzing the broad-scale adoption of currently-viable, easilycustomizable energy conservation measures (ECMs) in portfolios of like buildings (e.g. large office buildings). This approach can be adopted by energy modelers to significantly increase the adoption rate of the ECMs they propose.",simbuild2016
simbuild2016_C015,C015,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C015.pdf,110,117,8,,,"Weili, Xu;  Khee, Lam;  Adrian, Chong;  Omer, Karaguzel","Center for Building Performance and Diagnostics, Carnegie Mellon University, Pittsburgh, PA","Multi-Objective Optimization of Building Envelope, Lighting and HVAC Systems Designs",,"This paper proposes a computational building design support framework. The framework evaluates and optimizes building envelope systems, electrical systems and HVAC systems simultaneously with the assistance of a newly developed EnergyPlus component cost database. The integrated building system evaluation could potentially reveal the trade-offs among different building systems and help clients and design teams a gain better understanding of high performance designs. A case study based on a real office building is presented to demonstrate the effectiveness of this framework. Ener-gyPlus v8.3 was used as the building performance evaluation tool. The NSGA-II multi-objective optimization algorithm was employed for acquiring the best design combinations. Results obtained from the optimization process proved that buildings with high performance components will present savings for both first and operation costs. Trade-offs between the first cost and operation costs for different designs were also discussed within five selected optimized cases.",simbuild2016
simbuild2016_C016,C016,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C016.pdf,118,124,7,,,"Peter, Ellis",Big Ladder Software,A Parametric Tool for Community-Scale Modeling,,"Community-scale modeling is a rapidly growing area of interest for planners, policy makers, and researchers. There are, however, few software tools that enable large-scale parametric studies of communities based on detailed energy models of buildings. This paper presents a tool called Params-NZP for automatically generating and running full EnergyPlus models for the parametric analysis of entire communities. Params-NZP has been developed as one component of a larger framework called the NZP Tool. Created by the US Army Corps of Engineers as a decision-making aid for Army planners and energy managers, the NZP framework provides a web-based graphical interface that allows users to model energy, water, and waste scenarios for hundreds of buildings at Army bases and installations. Such installations accommodate communities with typical populations between 10,000 to 50,000 residents. The NZP framework interfaces with Params-NZP using XML input and output files. Params-NZP itself is composed of a command-line application manager, a generalized parametric template program called Params, a Net Zero"" (NZ) template library for EnergyPlus ...",simbuild2016
simbuild2016_C017,C017,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C017.pdf,125,132,8,,,"Dong, He;  Sen, Huang;  Wangda, Zuo;  Raymond, Kaiser","Chongqing University, Chongqing, China; 
University of Miami, Coral Gables, FL: Amzur Technologies, Inc. Tampa, FL",Towards to the Development of Virtual Testbed for Net Zero Energy Communities,,"As a step towards future energy smart cities, net zero energy communities (NZECs) attract international attention and can be important contributions to combat the global climate change. However, the complexities of the NZEC, derived from the interactions between the various subsystems and components of the community energy system, make the design and control of NZECs difficult. To address this problem, we propose to develop a virtual testbed based on Historic Green Village, which is a real NZEC located in Anna Maria Island, Florida. This paper first introduces the design of the virtual NZEC testbed and the hybrid thermal-electric energy system that serves the Historic Green Village. We then show the implementation of Modelica models for the ground coupled heat pump subsystem, which is a part of the hybrid system. We also present some preliminary simulation results of the ground coupled heat pump subsystem.",simbuild2016
simbuild2016_C018,C018,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C018.pdf,133,140,8,,,"Daniel, Macumber;  Kenny, Gruchalla;  Nicholas, Brunhart-Lupo;  Michael, Gleason;  Julian, Abbot-Whitley;  Joseph, Robertson;  Benjamin, Polly;  Katherine, Fleming;  Marjorie, Schott","Commercial Buildings Group, National Renewable Energy Laboratory, Golden, CO; Computational Science Center, National Renewable Energy Laboratory, Golden, CO; 
Strategic Energy Analysis Center, National Renewable Energy Laboratory, Golden, CO;   Residential Buildings Group, National Renewable Energy Laboratory, Golden, CO ",City Scale Modeling with OpenStudio,,"Assessing the impact of energy efficiency technologies at a district or city scale is of great interest to local governments, real estate developers, utility companies, and policymakers. This paper describes a flexible framework that can be used to create and run district and city scale building energy simulations. The framework is built around the new OpenStudio City Database (CityDB). Building footprints, building height, building type, and other data can be imported from public records or other sources. Missing data can be inferred or assigned from a statistical sampling of other datasets. Once all required data is available, OpenStudio Measures are used to create starting point energy models and to model energy efficiency measures for each building. Together this framework allows a user to pose several scenarios such as what if 30% of the commercial retail buildings added rooftop solar"" or ""what if all elementary schools converted to ground source heat pumps"" and then visualize the impacts at a district or city scale. This paper focuses on modeling existing building stock using public records. However  the framework is capable of supporting the evaluation of new construction ...",simbuild2016
simbuild2016_C019,C019,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C019.pdf,141,148,8,,,"Xiangjin, Yang;  Brian, Tysoe","MCW Consultants Ltd., Toronto, Canada",Disparate Standards: Comparing Standard Domestic Hot Water Modeling Methods for Multi-Resdential Buildings,,"DHW (Domestic hot water) energy consumption is a critical component in multi-family residential building energy modeling. While proper modeling of DHW is essential to creating accurate whole building energy models of multi-family residential buildings, DHW load and energy consumption are extremely difficult to predict, since they are highly influenced by end-user behavior. The existing various calculation methods, including ASHRAE Handbooks, ASHRAE 90.1 User's Guides, ASPE design Handbooks, local energy codes and LEED guidelines, have been found to result in drastically different DHW load numbers and DHW load profiles, which result in large discrepancies in the analysis of DHW energy consumption. The discrepancies beg the question of which method is most reliable or most accurately represents actual usage in real buildings. In order to gain a better understanding of DHW load and energy calculation in energy simulation, in this study, different standard DHW load calculation methods are performed and compared to actual mutifamily residential building meter data with respect to DHW peak demand, load profile, and energy consumption. The factors which impact the energy consumption calculation results are discussed. Recommendations on appropriate calculation methods for DHW energy modeling are made. In addition, the impact of energy conservation measures, such as low flow fixtures and condensing DHW boilers are examined.",simbuild2016
simbuild2016_C021,C021,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C021.pdf,157,164,8,,,"Dennis, O'Neal;  Peng, Yin;  Douglas, Ingram","School of Engineering and Computer Science, Baylor University, Waco, TX; Department of Mechanical Engineering, University of Louisiana at Lafayette, 
Lafayette, LA ; Department of Electrical and Computer Engineering, Baylor University 
Waco, TX",Evaluation of Fan Models for Application to Ecm Fan/Motor Combinations,,"Electronically commutated motors are applied to drive the fans in fan powered terminal units for variable airflow applications. Two fan models used to characterize larger commercial variable speed fans were evaluated to determine if they could be applied to model electronically commutated fan/motor combinations used in fan powered terminal units. These models included those by Clark (1985) and Stein and Hydeman (2004). Four manufacturers provided detailed performance data on 36 fan/motor combinations that were used in commercially available series and parallel fan powered terminal units. All of the fan motors were electronically commutated motors with motor sizes ranging from 0.33 to 1 hp (249 to 746 W). The data included airflow, power, and power factors that were measured over a range of static discharge pressure from 0.1 to 0.75 in w.g. (25 to 187 Pa). Both fan models correlated performance data of individual fan/motor combinations. However, neither model was able to provide a generalized method to satisfactorily correlate the wide range of provided by the manufacturers. In addition, the performance data for some of the smaller fan/motor combinations showed considerable variation at lower controller settings than the data at higher controller settings. A new model was developed that provided a better correlation for the fan/motor performance data. This model could be used by building simulation model developers seeking a generalized model of ECM fan/motors used in fan powered terminal units.",simbuild2016
simbuild2016_C022,C022,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C022.pdf,165,172,8,,,"Elvin, Ruya;  Godfried, Augenbroe","Georgia Institute of Technology, Atlanta, GA",The Impacts of HVAC Downsizing on Thermal Comfort Hours and Energy Consumption,,"In current practice, HVAC designers oversize systems in order to provide the theoretical benefit of perfect occupant comfort in the consideration of all possible extreme conditions. Routine use of the autosize option of simulation tools and the assigned or implied safety factors leads to the potential oversizing that have been reported in literature. Even though the most important mandate is to reduce the risk of uncomfortable hours, current design methods and simulation tools offer only a limited way to do this. Indeed, unwanted outcomes can result from uncertainty in the parameters of the building energy model that is used. How to overcome the negative effects of oversized HVAC systems in terms of energy use, equipment life, maintenance and financial penalties by rightsizing strategies with various perspectives has been subject of previous studies. This study focuses on an incremental downsizing approach backed up by an uncertainty analysis. A system consisting of packaged heat pump units in commercial buildings is used to demonstrate the approach. Even though a heat pump unit has both heating and cooling coils, only the capacity of cooling coils is analyzed in this paper. Acceptable risk magnitudes in terms of unmet hours, impact of modeler's ignorance, and energy & cost savings as the result of downsizing are investigated. The proposed method opens the door to selecting the appropriate system size with more flexibility and confidence in cases where comfort criteria can be relaxed.",simbuild2016
simbuild2016_C023,C023,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C023.pdf,173,180,8,,,"Supriya, Goel;  Nora, Wang;  Henry, Horsey;  Nicholas, Long","Pacific Northwest National Laboratory, Richland, WA; 
National Renewable Energy Laboratory, Golden, CO ",Building Efficiency Evaluation and Uncertainty Analysis with DOE's Asset Score Preview,,"Building Energy Asset Score Tool, developed by the U.S. Department of Energy (DOE), is a program to encourage energy efficiency improvement by helping building owners and managers assess a building's energy-related systems independent of operations and maintenance. Asset Score Tool uses a simplified EnergyPlus model to provide an assessment of building systems, through minimum user inputs of basic building characteristics. Asset Score Preview is a newly developed option that allows users to assess their building's systems and the potential value of a more indepth analysis via an even more simplified approach. This methodology provides a preliminary approach to estimating a building's energy efficiency and potential for improvement. This paper provides an overview of the methodology used for the development of Asset Score Preview and the scoring methodology.",simbuild2016
simbuild2016_C024,C024,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C024.pdf,181,188,8,,,"Parag, Rastogi;  Marilyne, Andersen","Interdisciplinary Laboratory of Performance-Integrated Design (LIPID);  Ecole Polytechnique Federale de Lausanne (EPFL), Lausanne, Switzerland  ",Incorporating Climate Change Predictions in the Analysis of Weather-Based Uncertainty,,"This paper proposes randomly-generated synthetic time series incorporating climate change forecasts to quantify the variation in energy simulation due to weather inputs, i.e., a Monte Carlo analysis for uncertainty and sensitivity quantification. The method is based on the use of a small sample (e.g., a typical year) and can generate any numbers of years rapidly. Our work builds on previous work that has raised the need for viable complements to the currently-standard typical or reference years for simulation, and which identified the chief components of weather time series. While we make no special efforts to reproduce either extreme or average temperature, the sheer number of draws ensures both are seen with either the same or higher probability as recent recorded data.",simbuild2016
simbuild2016_C026,C026,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C026.pdf,197,204,8,,,"Daranee, Jareemit;  Natthaumporn, Inprom;  Jaruwan, Sukseeda","Faculty of Architecture and Planning, Thammasat University 
Klonglaung, Pathumthani, Thailand",Uncertainty Distributions in Architectural Design Parameters for Detached Houses Located in Bangkok Neighborhoods,,"This study aims to investigate a distribution of architectural design parameters including building layout, floor area, thermal properties of building envelope, roof shape, overhang length, window to wall ratio (WWR), and air infiltration rate, observed from 546 Thai houses in order to develop a reference house. A large uncertainty is found in WWR on the front wall and the left wall of living room as well as the area of master bedroom and living room. The reference building including the uncertainties in architectural design is provided or further analyses in the home energy performance and senstivity analysis in energy model.",simbuild2016
simbuild2016_C027,C027,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C027.pdf,205,213,9,,,"Supriya, Goel;  Michael, Rosenberg;  Bing, Liu;  Dimitri, Contoyannis;  Noah, Czech","Pacific Northwest National Laboratory, Richland, WA ",Developing a Detailed Ruleset for Use in Automating the Performance Rating Method of ASHRAE Standard 90.1-2010,,"California Building Energy Code Compliance tool for commercial buildings (CBECC-Com) was developed by the California Energy Commission. CBECC-Com is used to demonstrate compliance with the California Energy Code, Title-24, through the Nonresidential Alternative Compliance Method (NACM). A preliminary step in developing CBECC-Com was the creation of a ruleset that provides a standardized approach for performing energy modeling as required by the NACM in Title 24. A similar ruleset for analyzing performance compared to ASHRAE 90.1-2010 using the Appendix G Performance Rating Method (PRM) has been developed by the Pacific Northwest National Laboratory (PNNL) through funding support from the Department of Energy (DOE). The Performance Rating Method Reference Manual (PRM-RM) and tools like CBECC-Com are intended to significantly reduce effort to generate a baseline model, remove the ambiguity involved in the interpretation of performance based ruleset requirements and provide a standardized approach for the development of a baseline model. This paper discusses the technical approach used for the development of the PRM-RM following the model used in CBECC-Com.",simbuild2016
simbuild2016_C028,C028,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C028.pdf,214,221,8,,,"Michael, O'Keefe;  Peter, Ellis",Big Ladder Software,Model Like a Programmer: Tools and Techniques for Greater Productivity,,"Computer programmers have developed a number of tools and techniques for dealing with source code, change management, and automation. Building energy modelers can benefit from applying many of these same tools and techniques to simulation input/output data and workflows. In this paper, we will present four ideas from the software engineering domain that we have applied to our modeling work: text-based tools for working with input/output data, version control for distributed change management, templates for minimizing repeated content, and scripting for process automation. We discuss these ideas in the context of how they can be applied today in actual building energy modeling projects.",simbuild2016
simbuild2016_C029,C029,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C029.pdf,222,229,8,,,"David, Goldwasser;  Daniel, Macumber;  Andrew, Parker;  Edwin, Lee;  Rob, Guglielmetti;  Larry, Brackney","Commercial Buildings Group, National Renewable Energy Laboratory, Golden, CO ","The Life Cycle of an OpenStudio Measure: Development, Testing, Distribution, and Application",,"An OpenStudio Measure is a script that can manipulate an OpenStudio model and associated data to apply energy conservation measures (ECMs), run supplemental simulations, or visualize simulation results. The OpenStudio software development kit (SDK) and accessibility of the Ruby scripting language makes measure authorship accessible to both software developers and energy modelers. This paper discusses the life cycle of an OpenStudio Measure from development, testing, and distribution, to application.",simbuild2016
simbuild2016_C030,C030,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C030.pdf,230,237,8,,,"Jason, Glazer","GARD Analytics, Inc. Arlington Heights, IL. ",Using Python and Eppy for a Large National Simulation Study,,"A large study was performed using EnergyPlus to assess the maximum technically achievable energy targets for commercial buildings. The study looked at 16 different building models across 17 climates based on the PNNL prototype building models and applied 30 different ""maxtech"" energy efficiency measures to each. In order to perform the analysis  scripts were developed to modify each building model to implement each individual energy efficiency measures using the open source Eppy scripting library based on Python. In addition, Python was used to automatically extract results, analyze error messages, manage the selection of measure options, and produce summary tables. 
Simulations were run on a variety of computers, some local and some on the cloud, and managed by a Python script to optimize the use of resources. Data from all simulations was sent to a central location with remote monitoring. The strengths and weaknesses of the overall approach will be discussed as well as lessons learned by performing the overall analysis, the use of EnergyPlus, Eppy and Python scripting. The results of the analysis are presented in the final report and in a future paper. This paper focuses on the use of scripting to perform the analysis. ",simbuild2016
simbuild2016_C031,C031,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C031.pdf,238,243,6,,,"Katharina, Eder;  Edmund, Widl;  Conrad, Gähler;  Barbara, Beigelböck;  Florian, Judex","AIT Austrian Institute of Technology, Vienna, Austria; Siemens Schweiz AG, Zug, Switzerland",Co-Simulation for Control Design - A Case Study for Cross-Domain Collaboration,,"As efficient control of HVAC systems becomes a focus in research on building energy efficiency, the limits of building simulation software in this respect are reached quite soon. Co-Simulation of building envelope, HVAC systems and controls in the respective tools of the different fields allows for easy collaboration between experts from the different domains, and therefore is a promising approach. In this paper, the coupling of TRNSYS and SIMULINK using a co-simulation framework based on the Functional Mock-up Interface (FMI) specification is demonstrated and discussed with the help of an example from the IEA SHC Task 44.",simbuild2016
simbuild2016_C032,C032,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C032.pdf,244,250,7,,,"Ryan, Welch;  Amy, Egerter;  Shanta, Tucker;  Christopher, Connock","KieranTimberlake, Philadelphia, PA; 
Atelier Ten, New York City, NY ",A BIM Workflow for Iterative and Informative Energy Modeling,,"A Building Information Modeling (BIM) workflow is developed to automate data transfer across software platforms and facilitate an iterative energy modeling practice. The workflow comprises a translation of Revit model geometry and parameters using a custom application for the automated export of an eQUEST input file. Revisions can be made in Revit and reimported into a revised version of the eQUEST file. This workflow further utilizes a shared web-based Access database of project information, which includes energy analysis parameters such as ventilation rates, internal loads, and use schedules that can be synchronized with Revit model parameters and subsequently fed into the eQUEST input file. Ultimately the workflow could expand to support other text-based input files and platforms.",simbuild2016
simbuild2016_C033,C033,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C033.pdf,251,258,8,,,"Issa, Ramaji;  John, Messner;  Robert, Leicht","Penn State University, University Park, PA",Leveraging Building Information Models in IFC to Perform Energy Analysis in OpenStudio,,"Building Information Modeling (BIM) can enable frequent and rapid evaluation of energy performance of buildings throughout the design phase of a project. The most widely accepted data schema for a BIM is the Industry Foundation Classes (IFC) schema, which is an open standard format for representing information about a project. To leverage an IFC model for energy modeling, geometric information in a model must be translated to an equivalent energy simulation analytical model structure. A workflow is presented to address this need by automating information transformations from the IFC model with geometric and attribute information into an energy analysis model structure in the OpenStudio ® energy performance simulation platform.",simbuild2016
simbuild2016_C034,C034,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C034.pdf,259,266,8,,,"Ahoo, Malekafzali Ardakanl;  Jianxin, Hu; Wayne, Place","North Carolina State University, Raleigh, US","Using Matlab, Diva and Energy Plus to Simulate Electrochromic Windows",,"Electrochromic (EC) Smart windows can vary its visual and thermal properties to maintain a stable temperature or daylight level in the space (Hatton, et al. 2013). They also reduce building energy use and peak demand by impacting heating, cooling, and lighting energy consumption. Several energy simulation tools have the potential to assess the performance of EC windows. However, these tools cannot adequately assess the controls and the characteristics of the technologies. This study proposes a new simulation technique to analyze cooling and heating loads of the EC window. ",simbuild2016
simbuild2016_C035,C035,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C035.pdf,267,274,8,,,"Chanyang, Shin;  Greg, Collins","Syska Hennessy Group, New York, NY;  Syska Hennessy Group, Los Angeles, CA ",Daylight Glare Analysis for an All Glass Cathedral: Integrating Simulation with Common Sense to Improve Visual Comfort,,"Visual comfort in heavily glazed indoor environments is a growing concern in contemporary architecture. Significant progress has been made toward understanding and even quantifying daylight glare using modern software tools. The simulation tools are proficient in their evaluation of daylighting glare conditions. However, the creative design process and the pace at which decisions must be made do not lend themselves to the iterative, simulation-based workflow that practitioners have become accustomed to. The process with which to validate proposals and optimize solutions, therefore, must combine intuition and experience alongside analytical horsepower, and perhaps a traditional sun path diagram. The Christ Cathedral (formerly known as the Crystal Cathedral"") is an existing all-glass structure in Orange County  California-an exemplary case study in glare simulation. The building walls and roofs consist almost entirely ofcurtain wall so the building energy and daylighting performance was incredibly sensitive to the strength and position and of sun. A glazing replacement was ruled out early on, so the design team developed a system of interior panels to serve not only as aesthetic components to enhance visual diversity, but also as shading devices to reduce the excessive daylight exposure to future occupants. The basic design condition was evaluated using DIVA for Rhino for daylight glare analysis based on geometric information gathered from the architectural 3-D models and local climatic data. The iterations of analysis simulated solar position throughout the day and year, intolerable glare hours using Daylight Glare Probability (DGP) as a main metric, and various RADIANCE simulations to identify specific issues at critical points in time. The simulation helped detect problematic times and areas where glare issues occurred. 
Focused more on the detected time and area, each shading panel was analyzed in a small scale with 2D Sun angle diagraming, in order to find out how the design could be improved. Several alternatives for the shading panels, which came to be known as “quatrefoils,” and",simbuild2016
simbuild2016_C036,C036,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C036.pdf,275,282,8,,,"Seth, Holmes","University of Hartford, 200 Bloomfield Ave., Hartford, CT 06117",Energy Model Validation for Indoor Occupant Heat Stress Analysis,,"To be more resilient to heat waves, buildings will need the capacity to provide habitable indoor conditions without power for limited amounts of time. The wetbulb globe temperature (WBGT) heat index is proposed for use as a 'passive habitability' metric for evaluating indoor occupant heat stress risk. A method is presented to evaluate occupant heat stress vulnerability by calculating WBGT values using energy model outputs (Ta, To, RH, and zone infiltration), an indoor WBGT equation, and standard heat stress threshold charts. An analysis of the heat stress evaluation method illustrates the need for simulations to include heat wave weather data inputs. A method validation study compares measured WBGT values from an existing unconditioned space with WBGT values calculated using an energy model of the space; a linear regression comparison illustrates a high R-Squared of 0.9223.",simbuild2016
simbuild2016_C038,C038,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C038.pdf,290,297,8,,,"Irina, Susorova;  Benjamin, Skelton",Cyclone Energy Group,The Effect of Balcony Thermal Breaks on Building Thermal and Energy Performance,,"There is very little research on the impact to building energy thermal comfort performance from nonthermally broken balconies. Balconies are a common feature of many high-rise buildings. They are exposed portions of the floor slabs, which, unlike the rest of the building envelope, are not thermally insulated. Building codes are somewhat ambiguous with how to treat balconies for thermal protection. Because of that, balcony slab connections act as large thermal bridges that cause excessive heat loss and gains from and to the interior space and poor indoor thermal comfort. This paper introduces the results of a research study that evaluated the effect of insulated thermal breaks in balconies on the envelope thermal performance and the overall building energy performance using an experiment and a parametric energy analysis.",simbuild2016
simbuild2016_C039,C039,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C039.pdf,298,303,6,,,"Jialiang, Wang;  Liliana, Beltran"," University of Cincinnati, Cincinnati, OH, USA;  State Key Laboratory of Subtropical Building Science, South China University of Technology, 
Guangzhou, China;   Texas A&M University, College Station, TX, USA",A Method of Energy Simulation for Dynamic Building Envelopes,,"Some emerging smart materials, like the variableconductance vacuum insulation by changing hydrogen gas pressure, thermal adaptive coatings made by electronic fibers, and various sandwiched wall with controllable thermal properties, all present a rapid development in the material field related to dynamic building envelopes. As the envelope materials and construction processes move toward the smarter and more adaptive, it becomes more and more necessary to properly understand the potential energy performance made available through dynamic envelopes, especially on the whole-building energy scale. However, the challenge is that most current energy simulation methods with static (or a limited range) material settings are hard to fully support the energy analysis of these dynamic building envelopes. This research explored a parametric simulation method using the Energy Management System (EMS) module of EnergyPlus to meet the energy simulation needs of dynamic building envelopes. This method is discussed in this paper and also appears to producing expected results through a comparative energy analysis of an office model.",simbuild2016
simbuild2016_C040,C040,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C040.pdf,304,311,8,,,"Rongpeng, Zhang;  Tianzhen, Hong","Lawrence Berkeley National Laboratory, Berkeley, CA",Modeling and Simulation of Operational Faults of HVAC Systems Using EnergyPlus,,"HVAC operations play a significant role among various driving factors to improve energy performance of buildings. Extensive researches have been conducted on the design efficiencies and control strategies of HVAC system, but very few focused on the impacts of its operational faults on the building energy efficiency. Modeling and simulation of operational faults can lead to better understandings of the fault impacts and thus support decision making of timely fault corrections which can further benefit the efficient system operation, improve the indoor thermal comfort, and prolong the equipment service life. Fault modeling is also critical to achieve more accurate and reliable model calibrations. This paper introduces the modeling and simulation of operational faults using EnergyPlus, a comprehensive whole building performance simulation tool. The paper discusses the challenges of operational fault modeling, and compares three approaches to simulate operational faults using EnergyPlus. The paper also introduces the latest development of native fault objects within EnergyPlus. As an example, EnergyPlus version 8.4 is used to investigate the impacts of the integrated thermostat and humidistat faults in a typical office building across several U.S. climate zones. The results demonstrate that the faults create significant impacts on the building energy performance as well as occupant thermal comfort. At last, the paper introduces the future development plan of EnergyPlus for the further improvement of its fault modeling capability.",simbuild2016
simbuild2016_C041,C041,https://publications.ibpsa.org/proceedings/simbuild/2016/papers/simbuild2016_C041.pdf,312,318,7,,,"Jibonananda, Sanyal;  James, Nutaro;  David, Fugate;  Teja, Kuruganti;  Mohammed, Olama","Oak Ridge National Laboratory, Oak Ridge, TN",Supervisory Control for Peak Reduction in Commercial Buildings While Maintaining Comfort,,"This paper describes a supervisory control strategy for limiting peak power demand by small and medium commercial buildings while still meeting the business needs of the occupants and without compromise in comfort. This control strategy has two features that make it relevant to new and existing buildings. First, it is designed to operate with building equipment, such as air conditioning and refrigeration systems, as they are presently installed in most small and medium commercial buildings. Therefore, the supervisory control could be realized as a software-only retrofit to existing building management systems. Second, the proposed control acts as a supervisory management layer over existing control systems, rather than replacing them outright. The individual controls make requests to the supervisory control which strategizes its responses to accomplish energy performance objectives.",simbuild2016
