conference_paper_id,paper_id,filename,page_start,page_end,number_of_pages,DOI,topic_id,authors,organisations,,title,keywords,abstract,conference_id
,1341,,,,,,,"Arsano, Alpha Yacob; Chu, Colin","Northeastern University, United States of America",,Novel pair-wise Comparison Methodology for the Validation of Analytical Building Performance Modelling,"Early-design building performance, Pairwise comparison  Model validation framework  Thermal comfort evaluation, Decision-oriented simulation, Passive building design, Building performance simulation","This paper presents a pairwise comparison framework for validating early-design analytical building performance models against detailed simulation tools. Unlike traditional validation approaches based on hourly or monthly output matching, the proposed framework evaluates decision consistency—whether an early-design method and a detailed simulation engine provide the same relative recommendations when comparing alternative design scenarios. This perspective better reflects early-design workflows, where directional guidance is more important than precise numerical prediction. The framework is demonstrated using a large design space comprising 324 building construction and operation scenarios evaluated across 25 cities representing ASHRAE climate zones 0–8, yielding 52,326 pairwise comparisons per climate. Across this testbed application, the framework produces stable and interpretable consistency patterns using both static temperature thresholds and adaptive thermal comfort models. Beyond quantifying agreement, the framework enables systematic identification of scenario pairs for which early-design and detailed models diverge, supporting diagnostic interpretation and targeted model refinement. The proposed approach addresses a gap in existing validation standards, which provide limited guidance for evaluating low-fidelity, abstracted models intended for early design decision-making, and is applicable to a broad class of early-design analytical tools used in education and professional practice.",simbuild2026
,1343,,,,,,,"Maloney, Michael (1); Ganesh, Viswanathan (1); Zuo, Wangda (1,2)","1: Pennsylvania State University, United States of America; 2: National Renewable Energy Laboratory, Golden, CO",,A Case Study on Staging Mixed-Age Computer Room Air Conditioning Systems Considering Performance Degradation,"CRAC, COP, Data Center, Modelica, Energy Model","Computer room air conditioning (CRAC) systems are commonly used in small to medium-sized data centers due to their straightforward installation and control. A

key operational challenge throughout a CRAC system’s life cycle is the degradation of its coefficient of performance (COP). Conventional data center energy models often assume new or homogeneous equipment operating conditions. However, in data centers with multi-unit CRAC configurations, factors such as differing equipment ages, varied maintenance schedules, and individual unit faults lead to heterogeneous performance degradation. In practice, this heterogeneous nature leads to a significant yet often overlooked opportunity for energy optimization. This paper presents a case study of a four-unit CRAC system exhibiting degradation to

demonstrate an optimal staging control strategy that explicitly accounts for heterogeneous COP conditions. A dynamic testbed model was developed in Modelica, incorporating a rule-based state graph control that prioritizes the use of the most efficient CRAC units. The proposed COP degradation-aware control was benchmarked against a traditional uniform part load ratio (PLR) staging approach, showing a 4.74% reduction in total cooling energy consumption. These results highlight the importance of considering real-world degradation effects when designing advanced staging controls to enhance the energy efficiency of aging data center facilities.",simbuild2026
,1347,,,,,,,"Song, Ruizhi; Liu, Mingzhe; Yang, Zhiyao; O'Neill, Zheng","Department of Mechanical Engineering, Texas A&M University, College Station, TX",,Exploring a Julia-based Toolchain for HVAC Innovation: Simulation-based Optimization Case Study of a Dedicated Outdoor Air System with a Desiccant Wheel,"Dedicated outdoor air system, Equation-based modeling, Dehumidification, Optimization, Julia","Improving the performance of dynamic heating, ventilation, and air-conditioning (HVAC) equipment and systems requires efficient integrated modeling and optimization. This study optimizes a dedicated outdoor air system (DOAS) with a desiccant wheel (DW) using a Julia-based toolchain that unifies symbolic modeling, numerical solving, and optimization. Gradient-free methods were employed in this study. Two operational parameters, the preconditioning start time and the desiccant regeneration temperature limit, were optimized for three humid locations. Results show that pre-activating DOAS by 1.5 to 2 hours and decreasing the desiccant regeneration temperature reduced humidity violation time by 80–90% and the system energy use by 2–7%, demonstrating the potential of the toolchain for HVAC modeling and simulation-based optimization.",simbuild2026
,1348,,,,,,,"Almaian, Maryam (1); Elkontar, Rawad (2); Alkubaisi, Noof (3); Kastner, Patrick (1)","1: Georgia Institue of Technology, United States of America; 2: The National Renewable Energy Lab; 3: Texas A&M University",,"EBuild AI: A Retrieval-Augmented Framework for Generating Global, Simulation-Ready Urban Building Datasets","Urban Building Energy Modeling (UBEM), Retrieval-Augmented Generation (RAG), Simulation-Ready Datasets, Data-Driven Attribute Inference","Modeling energy behavior across cities and regions requires detailed representations of building stock characteristics to enable accurate analysis of energy use.

Current approaches such as ResStock rely on pre-compiled datasets of building stock to model building characteristics distributions.

While effective, this method is not sustainable as the underlying data quickly become outdated, requiring extensive new data collection every few years to maintain accuracy. Moreover, such frameworks are typically limited to specific regions, such as the United States, restricting their applicability to global contexts.

With the rapid advancement of Generative AI and Large Language Models (LLMs), there is a growing opportunity to transform how building stock data are generated and updated.

Traditional static databases can no longer meet the scalability, adaptability, and contextual diversity required for modern energy modeling.

This paper proposes a Retrieval-Augmented Generation (RAG) framework that dynamically collects, validates, and synthesizes building-related data from trusted online sources.

The proposed model leverages LLMs with domain-specific retrieval mechanisms to identify, extract, and augment key energy-relevant building characteristics (e.g., construction type, HVAC systems, envelope performance, and occupancy profiles) across different regions.

The resulting system can automatically reproduce datasets for any location in the world, ensuring that urban energy models remain continuously updated, geographically extensible, and data-driven.

",simbuild2026
,1349,,,,,,,"El Kontar, Rawad (1); Almaian, Maryam (2); Clarke, Ardelia (1); Kastner, Patrick (2); Ferrall-Wolf, Isa (1); Tuttle, Robin (1); King, Ryan (1)","1: NLR, United States of America; 2: GaTech, United States of America",,AI-Based Metric for Building and Grid Reliability Assessment via Input Propagation and Stress Testing,"Machine Learning, Artificial Intelligence, Urban Energy Reliability Metrics, Uncertainty Analysis, Stress Testing","Traditional energy planning approaches often treat building performance and grid reliability as separate challenges, resulting in fragmented analyses and suboptimal planning outcomes. This study presents an Data-driven framework that links urban building data with electrical system design through a unified Building+Grid Reliability Metric (BGRM). The approach uses machine learning to infer missing building attributes, predict neighborhood peak power, and propagate retrofit and energy efficiency scenarios to assess grid impacts. By comparing predicted peaks against grid capacity limitations, the framework identifies when upgrades enhance performance or risk overload. This integrated methodology provides a scalable and practical pathway to guide tailored investments in both building efficiency and grid infrastructure.",simbuild2026
,1351,,,,,,,"ElSayed, Mo; Shultz, Justin","Page now Stantec, United States of America",,Bridging Intent and Iteration: An Open Framework for LLM‑Directed BEM Optimization at Scale,"AI, Energy Modeling, Simulation, Optimization, Artificial Intelligence","Rapid early-phase design requires building energy models (BEMs) that can be generated, simulated, and optimized as quickly as design ideas evolve. While recent AI-driven tools translate text or images into BEMs, they lack guidance for navigating design trade-offs or iterative optimization. This study presents a context-aware, AI-directed framework that interprets natural language goals, proposes design variants, instantiates EnergyPlus models via Honeybee, and executes batch simulations with ranking and rationale. The proposed framework uses code-compliant guardrails and override options, enabling flexible, rule-based optimization. By automating intent parsing and variant evaluation, the framework closes the loop between design input and performance-driven model iteration.",simbuild2026
,1352,,,,,,,"Dabbagh, Mohammad (1); Mirian, Nasim (1); Shadd, Eric (1); Arent, John (1); Athalye, Rahul (1); Vonder Kuhlen, Demian (1); Kapur, Nikhil (2); Wichert, RJ (2)","1: NORESCO, United States of America; 2: California Energy Commission, United States of America",,Integration and Implementation Verification of Air-to-Water Heat Pump Models for California’s Title 24 Compliance Software,"Air-to-Water Heat Pump, California’s Title 24 Compliance Software, CBECC, AWHP-EIR, EnergyPlus","The 2025 edition of California’s Energy Code included air-to-water heat pumps (AWHP) as a prescriptive requirement, triggering the need to incorporate AWHPs into the performance path compliance software. This paper describes how the AWHP modelling was integrated and validated within California's Building Energy Code Compliance Software (CBECC).

EnergyPlus’s improved HeatPump:PlantLoop:EIR:Heating (AWHP-EIR) object was used to replace the prior method using the WaterHeater:HeatPump:PumpedCondenser object. The new approach enables autosizing, dynamic performance curves, and part-load operation with defined cut-off temperatures. Prototypes including Medium Office and Large School were tested across 16 California climate zones using EnergyPlus v24.1. Results showed that the new EnergyPlus object provided comparable compliance margins when using source energy and long-term system cost (LSC) metrics, allowing AWHPs to be modelled using CBECC in a reliable, validated manner for Title 24 2025 performance compliance.",simbuild2026
,1353,,,,,,,"Xu, Yujie (1); Wang, Shaojie (2); Sultan, Sara (2); Gowri, Krishnan (2); Boyce, Bryan (2); Hong, Tianzhen (1)","1: Lawrence Berkeley National Laboratory, Berkeley CA; 2: Energy Solutions, Oakland CA, USA",,Enhancing EnergyPlus to Model the Time Independent Energy Recovery (TIER) System for Load Management and Code Compliance,"Thermal Energy Storage, Heat Recovery, EnergyPlus modeling, HVAC, California Energy Code","Large commercial buildings struggle to manage peak demand while transitioning to all-electric systems. Current solutions in market such as Air-to-water heat pumps (AWHPs) often need to be paired with Thermal Energy Storage (TES) for efficient load management, however, the design and controls for TES integration with HVAC is also complex. Time Independent Energy Recovery (TIER) offers an integrative solution by combining heat recovery chillers, TES, and AWHPs to address these limitations. Unlike traditional TES applications that focus primarily on shifting or reducing cooling peaks, TIER leverages TES for heat recovery, improving overall energy efficiency.

This work focuses on enhancing the modeling capabilities of EnergyPlus to quantify TIER’s performance. We address key limitations such as the seasonal constraints of heat recovery chillers and over-simplified existing hot water TES tank object. We address this gap by utilizing the plant loop heat pump object to model heat recovery chillers and developing reversible flow hot water tank. These enhancements will facilitate the modeling of complex HVAC systems, and are critical to market transformation and statewide adoption of novel technologies.",simbuild2026
,1355,,,,,,,"Renner, Riley (2); Ross, Wyatt (2); Webb, Amanda (1)",1: CMTA; 2: University of Cincinnati,,Net Zero as Climate Resilience: Rethinking Net Zero Energy Building Performance Under Future Climate Change,"net zero energy, climate change, resilience, future weather data","Net zero energy (NZE) buildings are typically designed to tight margins, with on-site renewable energy production matched to a highly efficient building design. But NZE design is usually based on historical climate data, and it is therefore unclear how these buildings will perform in the future and whether they will remain NZE. This study explores the role of future climate change in the design and operation of a case study NZE building. Energy models for a code-compliant baseline and proposed design were simulated under several future climate scenarios. The results show that the proposed building is more resilient to climate change than the baseline, and that it will continue to meet its net zero target, even under the most extreme future predictions. The proposed building will also shift from a winter peak to a summer peak, aligning its energy consumption better with PV generation.",simbuild2026
,1357,,,,,,,"Ramaraj, Sugirdhalakshmi (1); El Kontar, Rawad (1); Dunham, Hallie (1); Seward, Margaux (1); Polly, Ben (1); Pedi-Smith, Selina (2)","1: National Laboratory of the Rockies, United States of America; 2: Pellere Foundation, Emlenton, PA",,"Framework for Modeling 3D-Printed Concrete Construction to Assess Energy Efficiency and Backup Power Trade-offs in a Mixed-Use, New Construction Neighborhood Development","energy model, energy efficiency, load flexibility, DER","This paper presents a framework that expands the URBANopt™ modeling platform to include 3D-printed concrete wall assemblies and assess energy efficiency and backup power trade-offs in new housing developments. Applied to a planned mixed-use neighborhood in Oil City, Pennsylvania, the workflow integrates building-energy and distributed-energy-resource (DER) modeling to evaluate envelope and equipment upgrades alongside DER operations. Results show that advanced 3D-printed envelopes combined with efficient systems and onsite PV and storage reduce energy use intensity and sustain critical loads during outages. The framework supports planning for emerging construction technologies by quantifying key trade-offs between energy efficiency and backup power performance. ",simbuild2026
,1359,,,,,,,"Savage, Chris (1); Moroseos, Teresa (2); Miwatani-Minter, Bearach (2); Meek, Chris (2); Burpee, Heather (2); Sami, Vikram (1)","1: Olson Kundig; 2: Integrated Design Lab, University of Washington",,DARA: A Life Cycle Assessment Tool for Early-Stage Small-Scale Residential Design Decisions,"energy, carbon, residential","The Decarbonization Analysis for Residential Architecture (DARA) tool was developed as an open-source, accessible design tool for assessing the operational and embodied carbon impacts of design decisions in single-family and low-rise residential buildings. It is intended to fill a gap in the market for small design firms working on single family and other small-scale residential buildings. DARA was created with the input of design professionals that work on these types of projects, resulting in a tool that can fit within their workflow & economic constraints, and analyze building features that are most important to these practitioners. The tool relies on a static data set derived from Tally and energy modeling outputs based on interpolated simulation results. This paper provides a framework for why the tool is useful in the market, describes the tool interface, and outlines the analysis by which the data was created.",simbuild2026
,1360,,,,,,,"Jia, Yiyuan (1); Fu, Xiaoqin (2); Zhang, Liang (2)",1: Independent; 2: University of Arizona,,BEMEval-Doc2Schema: Benchmarking Large Language Models for Structured Data Extraction in Building Energy Modeling,"Benchmark, Large Language Models, Automation, Building Energy Modeling","Recent advances in foundation models, including large language models (LLMs), have created new opportunities to automate building energy modeling (BEM). However, systematic evaluation has remained challenging due to the absence of publicly available, task-specific datasets and standardized performance metrics. We present BEMEval, a benchmark framework designed to assess LLM performance across BEM tasks. The first benchmark in this suite, BEMEval-Res, focuses on structured data extraction from residential building documentation, a foundational step toward automated BEM processes.

BEMEval-Res introduces the Key–Value Overlap Rate (KVOR), a metric that quantifies the alignment between LLM-generated structured outputs and ground-truth schema references. Using this framework, we evaluate two leading models (GPT-5 and Gemini 2.5) under zero-shot and few-shot prompting strategies across three datasets: HERS L100, NREL iUnit, and NIST NZERTF. Results show that Gemini 2.5 consistently outperforms GPT-5, and that few-shot prompts improves accuracy for both models. Performance also varies by schema: the EPC schema yields significantly higher KVOR scores than HPXML, reflecting its simpler and reduced hierarchical depth.

By combining curated datasets, reproducible metrics, and cross-model comparisons, BEMEval establishes the first community-driven benchmark for evaluating LLMs in performing building energy modeling tasks, laying the groundwork for future research on AI-assisted BEM workflows.",simbuild2026
,1361,,,,,,,"Chintala, Rohit; Chinde, Venkatesh; Kim, Janghyun; Xiong, Jie; Chapin, Alex; Ball, Brian","NREL, United States of America",,Deep Learning Methods for Building Energy Benchmarking of Commercial Buildings,"Building energy benchmarking, deep learning, surrogate modeling","Benchmarking building energy performance serves as an important tool for comparing energy use, identifying retrofit opportunities, and supporting energy-efficiency policies in the commercial building sector. This paper investigates deep learning approaches for predicting the annual electricity consumption of small office and retail strip mall buildings to support large-scale benchmarking. The paper leverages a previously developed building energy modeling workflow that integrates OpenStudio Analysis and EnergyPlus to generate 384 synthetic datasets for surrogate model training and validation. The datasets encompass two building types, 6 prototype HVAC systems, and sixteen ASHRAE climate zones representing the continental United States. Each sample within the datasets is produced by systematically varying key building parameters such as equipment efficiency, insulation levels, and geometric characteristics to capture a wide range of realistic design and operational conditions.

Traditionally, benchmarking approaches rely on linear regression models, decision trees, or, shallow neural networks. However, these methods may be limited in capturing nonlinear interactions among diverse building features. To address this, different neural network architectures are evaluated and their prediction performance is assessed at three scales: (1) a global model, trained on all use-cases with one-hot encoded categorical inputs; (2) separate models for each building–system–climate combination; and (3) a hierarchical multi-task model that combines these two approaches. The networks are further refined using autoencoders, which reduce input dimensionality, and physics-informed loss functions, which promote physically consistent predictions. Results show that the tuned global model consistently achieves lower CVRMSE and higher R² than the separate models.

",simbuild2026
,1363,,,,,,,"Kim, Jaeha; Kral, Katharina; Dogan, Timur","Cornell University, Ithaca, NY, USA",,"Validating Daylight, View, and Privacy Metrics through In-Situ Experiments in NYC Residential Units","IEQ, Daylight, View, Window, Privacy","This study validates residential visual comfort metrics through in-situ experiments across 6 New York City located residential properties, across 14 units, and 36 views. Twenty-five participants evaluated daylight, view quality, and visual privacy while comprehensive physical measurements were conducted. Simulation metrics (Residential Daylight Score, Spatial Daylight Autonomy, Useful Daylight Illuminance, Mean Illuminance, LEED-view, EN17037-view, View Quality Index, Viewscore, Privacy Satisfaction Index) were compared against participant satisfaction ratings using Spearman's correlation analysis. Results demonstrate that occupant-centric metrics, particularly Viewscore-Overall (r=0.71), strongly predict satisfaction, outperforming geometry-based standards. This research establishes the first empirical validation of visual comfort simulation tools in residential spaces, providing evidence-based thresholds for integrating occupant well-being into façade design.",simbuild2026
,1364,,,,,,,"Abdalla, Ahmed Saber; Supriyatno, Alessandro; Abdelsalam, Mohamed; Pudleiner, David",ICF International Inc.,,Efficient Residential Energy Model Calibration for Field Audits: Targeted Parameter Optimization Using OpenStudio and GenOpt,"Building energy modeling, Model calibration, GenOpt, OpenStudio, Field audits, BPI 2400, Parameter sensitivity, Residential retrofits, Optimization, Energy model verification","Accurate calibration of residential building energy models is essential for producing reliable energy audits and retrofit recommendations. Traditional calibration methods often require adjusting numerous input parameters simultaneously, leading to excessive computational time and non-unique solutions that are impractical for field auditors and contractors. This paper presents the Deviation-Based Grouping Calibration (DBGC) framework, a novel approach that enhances calibration efficiency by explicitly linking measured end-use deviations to the parameters most responsible for them. The method integrates three key components: end-use deviation classification, which identifies whether discrepancies are dominated by heating, cooling, or baseload errors; parameter grouping, which limits the optimization to relevant variable sets; and adaptive range narrowing, which dynamically scales parameter bounds in proportion to the deviation magnitude. Implemented using Particle Swarm Optimization (PSO) through the GenOpt–OpenStudio platform, DBGC automates the calibration process while maintaining physical realism.

The framework was validated using two benchmark houses from the NREL BESTEST suite, an all-electric heat pump home and a dual-fuel home with a gas furnace and central air conditioning. Results show that DBGC achieved accurate calibration and reduced the number of optimization iterations by up to 85% compared with full-parameter calibration. The method offers a structured, transparent, and scalable workflow that bridges the gap between advanced research-level optimization and the practical requirements of residential energy audits, providing a reproducible pathway toward faster, data-driven building model calibration.",simbuild2026
,1365,,,,,,,"Chung, Jihoon (1); Huang, Sen (1); Lian, Jamie (1); Katipamula, Srinivas (2); Lutes, Robert (2)","1: Oak Ridge National Laboratory, United States of America; 2: Pacific Northwest National Laboratory, United States of America",,"Simulation-Based Validation of An Open-Source, Scalable Framework for Building Energy Management in Small and Medium-Sized Commercial Buildings","building operation, building energy management system, VOLTTRON, scalable deployment, open source","Small and medium-sized commercial buildings (SMCBs) represent 94% of U.S. commercial buildings but encounter substantial obstacles in adopting Building Energy Management (BEM) systems. Current approaches exhibit fundamental limitations: vendor-specific API platforms restrict interoperability through proprietary ecosystems; commercial automation software demands extensive technical expertise and licensing costs; open-source IoT solutions lack native support for building automation protocols and semantic models. This paper introduces a configuration-driven web interface framework addressing the gap between smart device advancements and accessible BEM software infrastructure for SMCBs. The framework leverages VOLTTRON middleware integrated with an automated converter that processes unified YAML configurations into heterogeneous system files, reducing required configuration artifacts from six separate files to a single unified specification. The system architecture enables vendor-agnostic operation through BACnet and Modbus protocols while supporting semantic building model integration via automated Brick Schema parsing. Configuration-driven interfaces automatically adapt to diverse HVAC types without custom development. Simulation-based validation using BOPTEST demonstrates automatic interface generation between fan coil and hydronic systems, with the automated converter successfully generating all platform-specific outputs from the single YAML input. The result demonstrates the framework's capability to streamline BEM system deployment through reduced configuration complexity. This work bridges simulation capabilities with operational deployment, demonstrating how virtual testbeds validate generalizable software frameworks for real-world building automation.",simbuild2026
,1366,,,,,,,"El Kontar, Rawad (1); Almaian, Maryam (2); Wald, Dylan (1); Vaidhynathan, Deepthi (1); King, Ryan (1)","1: NLR, United States of America; 2: GaTech, United States of America",,Generalized and Localized AI Models for Urban Energy Characterization: A Comparative Analysis for UBEM Inputs Inference,"Artificial Intelligence, Generative AI, Machine Learning, Data-Driven Models, Urban Energy Modeling, Energy Model Characterization, Energy Efficiency","Urban Building Energy Models (UBEMs) reply on complete and accurate data, however real-world datasets are often sparse. This paper presents a comparative analysis of localized and generalized data-driven models for inferring missing UBEM inputs. Using ResStock data and open spatial information, we evaluate multimodal neural networks and diffusion-based generative models for predicting building characteristics across categories such as envelope, equipment, and usage. Results show that localized models achieve higher accuracy but require retraining for each configuration, increasing computational cost, whereas generalized and generative models enable scalable, transferable, and adaptive characterization workflows. The proposed framework supports automated UBEM generation and scenario analysis to accelerate urban energy planning.",simbuild2026
,1367,,,,,,,"Jiang, Zixin (1); Song, Ruizhi (2); Li, Guowen (2); Zhang, Yuhang (2); O'Neill, Zheng (2); Wang, Xuezheng (1); Goldfeder, Judah (3); Dong, Bing (1)","1: Syracuse University, United States of America; 2: Texas A&M University, United States of America; 3: Columbia University, United States of America",,"BESTOpt: A Modular, Physics-Informed Machine Learning based Building Modeling, Control and Optimization Framework","Physics-informed Machine Learning, Building Performance Simulation, Control Optimization, Building to Grid Integration","Modern buildings are increasingly interconnected with occupancy, heating, ventilation, and air-conditioning (HVAC) systems, distributed energy resources (DERs), and power grids. Modeling, control, and optimization of such multi-domain systems play a critical role in achieving building-sector decarbonization. However, most existing tools lack scalability and physical consistency for addressing these complex, multi-scale ecosystem problems. To bridge this gap, this study presents BESTOpt, a modular, physics-informed machine learning (PIML) framework that unifies building applications, including benchmarking, evaluation, diagnostics, control, optimization, and performance simulation. The framework adopts a cluster–domain–system/building–component hierarchy and a standardized state–action–disturbance–observation data typology. By embedding physics priors into data-driven modules, BESTOpt improves model accuracy and physical consistency under unseen conditions. Case studies on single-building and cluster scenarios demonstrate its capability for multi-level centralized and decentralized control. Looking ahead, BESTOpt lays the foundation for an open, extensible platform that accelerates interdisciplinary research toward smart, resilient, and decarbonized building ecosystems.",simbuild2026
,1368,,,,,,,"Knop, Jennifer; Konis, Kyle; Susman, Gideon; Anderton, Frances","University of Southern California, United States of America",,Passively Survivable Apartments: Retrofit Strategies for Multifamily Housing in Los Angeles During Extreme Heat Events,"passive survivability, Los Angeles, retrofit, heat wave","Climate change is increasing the frequency and severity of heat wave events; however, thousands of existing stucco box or “dingbat” apartment buildings in Los Angeles do not provide passive cooling, and instead oftentimes exacerbate an occupant’s exposure to extreme heat. Given that air conditioning is both costly and vulnerable to power outages during extreme heat events, this study set out to determine whether passive cooling retrofit measures could provide safe temperatures during a heat wave event, without the use of mechanical cooling, when applied to a typical apartment building in Los Angeles. In this study, a typical dingbat apartment building was digitally modeled, and indoor air temperatures were measured over a simulated one-week heat wave event. A matrix of passive cooling mitigation measures was then applied to the apartment building, and the change in indoor air temperatures was compared against the baseline apartment building. The analysis showed that the combined use of phase change materials, window ventilation, insulation, and exterior shading (CP-10), reduced the peak indoor temperature of the apartment building by 13.4℃ (24.1℉). Additionally, the quantity of hours above a dry bulb temperature of 35℃ (95℉), measured to be 69% of the of the total heatwave hours in the baseline condition, and 6% of total heatwave hours in the (CP-10) combination condition. The results suggest that indoor temperatures can be reduced enough to consider passive cooling retrofit strategies in place of mechanical solutions for older apartment buildings in Los Angeles.",simbuild2026
,1370,,,,,,,"Poplawski, Michael (2); Ha, Juwan (1); Dehwah, Ammar H.A (2); Devaprasad, Karthikeya (2)","1: North Carolina State University, USA; 2: Pacific Northwest National Laboratory (PNNL), USA",,A Whole-Building Demonstration of Differentiable Predictive Control with Stochastic Occupant Behavior,"Physics-Informed Machine Learning, Differentiable Predictive Control (DPC), Occupant behavior, Supply Air Temperature Reset Strategy, Office Building","This paper presents whole-building simulation results that demonstrate the use of differentiable predictive control (DPC) for supply-air-temperature reset in a reference office building with stochastic occupancy. A physics-informed DPC was trained on one HVAC zone to optimize for occupant comfort and HVAC energy use. When deployed on 5 zones on the same floor and compared with rule-based control strategies, DPC reduced occupied comfort violations by 54.8% and reduced total HVAC energy use by 21.3%. When the same DPC was then zero-shot deployed on all 15 zones in whole building, it delivered a 39% reduction in comfort violations and 14% reduction in total HVAC energy use. These results demonstrate that DPC is a scalable, occupant-centric framework enabling predictive and energy-efficient building control under real-world stochastic occupancy conditions.",simbuild2026
,1371,,,,,,,"Khalil, Amany; Macha, Bhargav; Azli, Noorfazlenawati; Davies, Michael; Oikonomou, Eleni; Clifford, Ben; Mavrogianni, Anna; Raslan, Rokia","University College London, United Kingdom",,Optimization and Prediction of the performance of Spatial Configuration in a Housing Created Under Permitted Development Rights,Building spatial configuration performance optimization (BSCPO); Multi-objective optimization (MOO); Energy and Environmental Performance; Permitted Development Rights (PDR).,"Since 2013, England’s Permitted Development Rights (PDR) have enabled the conversion of commercial buildings, such as offices, into housing without formal planning permission. While this policy increases housing supply, many PDR conversions exhibit poor indoor environmental quality—limited space, inadequate thermal comfort, inefficient energy use, and insufficient daylight—potentially compromising occupants’ wellbeing. Existing optimization research often relies on theoretical models rather than real projects. This paper investigates how Artificial Intelligence (AI)-driven optimization of indoor spatial configurations can enhance environmental performance in actual PDR homes, focusing on improving thermal comfort, energy efficiency, daylight access, and outdoor views in an office-to-residential case study. The results demonstrated the applicability of the proposed method in enhance the energy and environmental performance of PDR office to residential conversion. ",simbuild2026
,1372,,,,,,,"Yousefi, Fatemeh; Athalye, Rahul","NORESCO, United States of America",,Developing a New Set of Prototypical Models for Office Buildings in California,"prototype, office buildings, zoning layout, real data","Prototype models provide a basis for a variety of analysis, ranging from initial design evaluation to code development and measurement analysis. Office prototypes, in particular, have been widely used for developing codes and standards over the past decades, as offices buildings are numerous and consume a significant portion of energy in the commercial sector. Existing national and California-specific office prototypes have simplified core-perimeter zoning. This simplified zoning has been criticized for potentially misrepresenting internal loads, occupancy and consumption patterns, and HVAC interactions, such as improper turndown of flow rates and ventilation rates, which can reduce simulation accuracy. This study aims to address this gap by proposing a new set of office prototypes based on a comprehensive building stock assessment and collaboration with regulatory agencies in the state of California",simbuild2026
,1375,,,,,,,"Pritoni, Marco (1); Prakash, Anand (1); Paul, Lazlo (1); Huang, Weiping (1); Kukharchuk, Roman (2); Dawson-Haggerty, Stephen (2); Sulzer, Matthias (1); Wetter, Michael (1)","1: Lawrence Berkeley National Lab, United States of America; 2: Normal Software, United States of America",,Digitalizing Building Control Deployment for Retrofits: A Case Study on Demand-Flexible Control Sequences,"controls, ASHRAE Std 231P, Brick, Digitalization, Modelica","The traditional approach to designing, specifying, deploying, and testing building HVAC controls in large commercial buildings is labor-intensive and error-prone, leading to high cost and poor operational performance. Recent efforts have enabled a comprehensive, digital workflow for model-based control design, deployment, and verification using open-source technology and software standards. This paper presents a case study that applies this workflow to retrofit a demand-flexible ""zone ratcheting"" control sequence onto a commercial control platform connected to a virtual building. The study demonstrates that automated semantic binding successfully mapped the control logic to the correct building points, eliminating the need for manual programming. Once deployed, the sequence functioned as intended: it correctly ratcheted the cooling setpoint and transmitted the corresponding signals to the virtual building. Ultimately, this work aims to catalyze transformation in the building industry by enhancing grid flexibility, efficiency, and comfort through improved control sequences using a scalable, digitalized control deployment that allows end-to-end quality control, leading to scalable, reliable and cost-effective adoption of advanced control.",simbuild2026
,1376,,,,,,,"Salehi, Parisa; Karatas, Aslihan","university of illinis chicago, United States of America",,Year-by-Year Dynamic Building Energy Assessment with Future Climate Projections Capturing Extremes and Fluctuations,"Annual Future Weather Data, Future Weather Fluctuation, ​ Building Energy Assessment​ Unmet Heating Hours​, HVAC Resilience","This study presents a framework that generates annual future weather data (AFWD) files, rather than a Future Typical Methodological Year (FTMY), using high-resolution bias-corrected RCM data for building energy assessment in changing climate conditions. Additionally, the proposed AFWD files were expanded to include morphed weather variables (e.g., direct normal irradiance and diffuse horizontal irradiance), which are underrepresented in existing future weather files such as FTMY. The proposed framework is capable of accurately capturing future extremes and weather fluctuations and predicting their impact on the building’s energy load and energy grid systems. A heating demand comparison analysis was conducted between 16 DOE prototype commercial buildings using AFWD and FTMY, with respect to the HTMY. Building energy simulation results with AFWD exhibit year-to-year weather fluctuations that the FTMY has limitations in capturing. Furthermore, unmet heating hours and Time Not Comfortable (TNC) based on ASHRAE 55 were investigated for the high-rise apartment with HVAC hard-sized based on HTMY. Results indicate that the AFWD file shows more unmet heating hours than FTMY, due to its ability to capture extreme cold events. The TNC hours under AFWD were higher than those under FTMY by approximately 11%, 6%, and 5% for the periods 2025–2039, 2040–2059, and 2060–2075, respectively. This study highlights the importance of evaluating future HVAC performance using AFWD in conjunction with FTMY, particularly when assessing comfort risk, HVAC reliability, and resilience. This can be utilized by building designers and policymakers to inform better design decisions and long-term resilience planning for buildings.",simbuild2026
